name,place_id,address,suburb,postcode,state,lat,lng,phone,website,google_maps_url,rating,user_ratings_total,price_level,opening_hours,types,opening_year,opening_month,first_review_date,independent_flag,pos_hint,notes
Tea Tree Gully Coffee Shoppe,ChIJR4rY8KhMt2oRXRk4zCs5fC8,"1344 North East Road, Tea Tree Gully SA 5091, Australia",Tea Tree Gully,5091,SA,-34.8210171,138.7272771,(08) 8265 0029,http://thecoffeeshoppe.com.au/,https://www.google.com/maps/place/?q=place_id:ChIJR4rY8KhMt2oRXRk4zCs5fC8,4.6,255.0,1.0,Monday: 7:00 AM – 3:00 PM | Tuesday: 7:00 AM – 3:00 PM | Wednesday: 7:00 AM – 3:00 PM | Thursday: 7:00 AM – 3:00 PM | Friday: 7:00 AM – 3:00 PM | Saturday: 8:00 AM – 2:00 PM | Sunday: Closed,"cafe, establishment, food, point_of_interest, store",2023.0,4.0,2023-04-30 04:41:36,Unknown,Unknown,
Ben Bakers Drive Through Coffee,ChIJsYlFcBjLsGoRp4fLT4OaxKU,"376 North East Road, Windsor Gardens SA 5087, Australia",Windsor Gardens,5087,SA,-34.8670321,138.6432737,0413 588 830,,https://www.google.com/maps/place/?q=place_id:ChIJsYlFcBjLsGoRp4fLT4OaxKU,4.9,212.0,1.0,Monday: 5:30 AM – 2:00 PM | Tuesday: 5:30 AM – 2:00 PM | Wednesday: 5:30 AM – 2:00 PM | Thursday: 5:30 AM – 2:00 PM | Friday: 5:30 AM – 2:00 PM | Saturday: 5:30 AM – 1:00 PM | Sunday: Closed,"cafe, establishment, food, point_of_interest, store",2026.0,1.0,2026-01-16 00:52:15,Unknown,Unknown,
Mooiii Cafe,ChIJ3Ztl3PbJsGoRj2u96PHnTnY,"shp 3/132 Muller Rd, Greenacres SA 5086, Australia",Greenacres,5086,SA,-34.8706379,138.6346733,(08) 8266 0288,,https://www.google.com/maps/place/?q=place_id:ChIJ3Ztl3PbJsGoRj2u96PHnTnY,4.1,94.0,1.0,Monday: 7:30 AM – 5:30 PM | Tuesday: 7:30 AM – 5:30 PM | Wednesday: 7:30 AM – 5:30 PM | Thursday: 7:30 AM – 6:00 PM | Friday: 7:30 AM – 5:30 PM | Saturday: 7:30 AM – 5:00 PM | Sunday: Closed,"cafe, establishment, food, point_of_interest, restaurant, store",2019.0,12.0,2019-12-21 03:35:09,Unknown,Unknown,
First Things First Coffee,ChIJsz1knm21sGoRyAOl89KSuz4,"606 North East Road, Holden Hill SA 5088, Australia",Holden Hill,5088,SA,-34.8542766,138.6631523,(08) 8245 0193,https://www.firstthingsfirstcoffee.com.au/,https://www.google.com/maps/place/?q=place_id:ChIJsz1knm21sGoRyAOl89KSuz4,4.2,85.0,,Monday: 5:30 AM – 4:00 PM | Tuesday: 5:30 AM – 4:00 PM | Wednesday: 5:30 AM – 4:00 PM | Thursday: 5:30 AM – 4:00 PM | Friday: 5:30 AM – 4:00 PM | Saturday: 5:30 AM – 4:00 PM | Sunday: 7:30 AM – 4:00 PM,"cafe, establishment, food, point_of_interest, restaurant, store",2025.0,10.0,2025-10-18 02:08:04,Unknown,Unknown,
Macchinetta Coffee House,ChIJEcrqN8XFsGoR6e2zjozmi6I,"Shop 1A/528 Grange Rd, Henley Beach SA 5022, Australia",Henley Beach,5022,SA,-34.9074834,138.5049267,(08) 8353 6359,http://macchinettacoffeehouse.com.au/,https://www.google.com/maps/place/?q=place_id:ChIJEcrqN8XFsGoR6e2zjozmi6I,4.5,125.0,,Monday: 6:00 AM – 2:00 PM | Tuesday: 6:00 AM – 3:00 PM | Wednesday: 6:00 AM – 3:00 PM | Thursday: 6:00 AM – 3:00 PM | Friday: 6:00 AM – 3:00 PM | Saturday: 6:00 AM – 2:00 PM | Sunday: 6:00 AM – 2:00 PM,"cafe, establishment, food, point_of_interest",2022.0,4.0,2022-04-04 05:30:02,Unknown,Unknown,
Coffee Institute,ChIJCxi7OwrJsGoRJufhk5AMuMc,"96 Walkerville Terrace, Walkerville SA 5081, Australia",Walkerville,5081,SA,-34.8962291,138.6163193,0421 644 169,,https://www.google.com/maps/place/?q=place_id:ChIJCxi7OwrJsGoRJufhk5AMuMc,4.5,1184.0,2.0,Monday: 7:00 AM – 3:00 PM | Tuesday: 7:00 AM – 3:00 PM | Wednesday: 7:00 AM – 3:00 PM | Thursday: 7:00 AM – 3:00 PM | Friday: 7:00 AM – 3:00 PM | Saturday: 7:00 AM – 3:00 PM | Sunday: 8:00 AM – 3:00 PM,"cafe, establishment, food, point_of_interest, restaurant, store",2025.0,10.0,2025-10-28 23:00:49,Unknown,Unknown,
Superette Glenelg,ChIJTW-dThvbsGoRjHJGv8dxvxE,"3/15 Moseley St, Glenelg SA 5045, Australia",Glenelg,5045,SA,-34.9817257,138.5130675,,,https://www.google.com/maps/place/?q=place_id:ChIJTW-dThvbsGoRjHJGv8dxvxE,4.6,197.0,,Monday: Closed | Tuesday: 6:00 AM – 2:00 PM | Wednesday: 6:00 AM – 2:00 PM | Thursday: 6:00 AM – 2:00 PM | Friday: 6:00 AM – 2:00 PM | Saturday: 6:00 AM – 12:00 PM | Sunday: Closed,"cafe, establishment, food, point_of_interest, store",2021.0,3.0,2021-03-12 06:11:42,Unknown,Unknown,
SOHO Coffee Roasters,ChIJ829n_yPPsGoRiJ8ZmCogE38,"Addie Pl, Adelaide SA 5000, Australia",Adelaide,5000,SA,-34.9286507,138.5934349,(08) 8340 3830,https://sohocoffeeroasters.com.au/,https://www.google.com/maps/place/?q=place_id:ChIJ829n_yPPsGoRiJ8ZmCogE38,4.8,184.0,,Monday: 7:30 AM – 2:30 PM | Tuesday: 7:30 AM – 2:30 PM | Wednesday: 7:30 AM – 2:30 PM | Thursday: 7:30 AM – 2:30 PM | Friday: 7:30 AM – 2:30 PM | Saturday: Closed | Sunday: Closed,"cafe, establishment, food, point_of_interest, store",2025.0,8.0,2025-08-22 04:48:41,Unknown,Unknown,
Commitment Issues Bar and Cafe,ChIJ_1fef_XPsGoRIWmx4EpHags,"210 Greenhill Rd, Eastwood SA 5063, Australia",Eastwood,5063,SA,-34.9405557,138.6205002,0477 922 886,http://www.commitmentissues.com.au/,https://www.google.com/maps/place/?q=place_id:ChIJ_1fef_XPsGoRIWmx4EpHags,4.7,298.0,2.0,Monday: 7:00 AM – 3:00 PM | Tuesday: 7:00 AM – 3:00 PM | Wednesday: 7:00 AM – 3:00 PM | Thursday: 7:00 AM – 3:00 PM | Friday: 7:00 AM – 3:00 PM | Saturday: 8:00 AM – 3:00 PM | Sunday: 8:00 AM – 3:00 PM,"bar, cafe, establishment, food, point_of_interest, restaurant",2024.0,5.0,2024-05-15 08:31:54,Unknown,Unknown,
Hungry Man's Café,ChIJi-qMk7DPsGoRJXToB4rOjjY,"1/288 Waymouth St, Adelaide SA 5000, Australia",Adelaide,5000,SA,-34.9261354,138.588996,(08) 8464 0253,https://hungrymans.square.site/,https://www.google.com/maps/place/?q=place_id:ChIJi-qMk7DPsGoRJXToB4rOjjY,4.8,66.0,,Monday: 7:00 AM – 3:00 PM | Tuesday: 7:00 AM – 3:00 PM | Wednesday: 7:00 AM – 3:00 PM | Thursday: 7:00 AM – 3:00 PM | Friday: 7:00 AM – 3:00 PM | Saturday: Closed | Sunday: Closed,"cafe, establishment, food, meal_takeaway, point_of_interest, restaurant, store",2025.0,8.0,2025-08-07 13:29:45,Unknown,Unknown,
Quench Cafe,ChIJP_5Z04u0sGoRlIpF6vlyL-4,"2 Famechon Cres, Modbury North SA 5092, Australia",Modbury North,5092,SA,-34.8184999,138.6816361,(08) 8397 9402,https://clovie.com.au/quench-cafe,https://www.google.com/maps/place/?q=place_id:ChIJP_5Z04u0sGoRlIpF6vlyL-4,4.5,102.0,1.0,Monday: 9:00 AM – 3:00 PM | Tuesday: 9:00 AM – 3:00 PM | Wednesday: 9:00 AM – 3:00 PM | Thursday: 9:00 AM – 3:00 PM | Friday: 9:00 AM – 3:00 PM | Saturday: Closed | Sunday: 10:00 AM – 1:00 PM,"cafe, church, establishment, food, place_of_worship, point_of_interest, restaurant, store",2025.0,9.0,2025-09-12 05:04:14,Unknown,Unknown,
Scrambl Cafe,ChIJMwIBGsbbsGoRDrWvqNlrkLk,"shop 14/319 Oaklands Rd, Park Holme SA 5043, Australia",Park Holme,5043,SA,-34.9948134,138.5560318,0448 119 686,,https://www.google.com/maps/place/?q=place_id:ChIJMwIBGsbbsGoRDrWvqNlrkLk,5.0,70.0,,Monday: 7:30 AM – 3:00 PM | Tuesday: 7:30 AM – 3:00 PM | Wednesday: 7:30 AM – 3:00 PM | Thursday: 7:30 AM – 3:00 PM | Friday: 7:30 AM – 3:00 PM | Saturday: 7:30 AM – 3:00 PM | Sunday: 7:30 AM – 3:00 PM,"cafe, establishment, food, point_of_interest",2026.0,1.0,2026-01-03 00:44:08,Unknown,Unknown,
Cafe Beach Pit,ChIJP1wT-MzbsGoRqdB3cmSkndI,"53 Jetty Rd, Brighton SA 5048, Australia",Brighton,5048,SA,-35.0173814,138.5164326,(08) 8377 4077,https://www.beachpit.com.au/,https://www.google.com/maps/place/?q=place_id:ChIJP1wT-MzbsGoRqdB3cmSkndI,4.3,517.0,2.0,"Monday: Closed | Tuesday: 10:00 AM – 3:00 PM, 4:30 – 9:00 PM | Wednesday: 10:00 AM – 3:00 PM, 4:30 – 9:00 PM | Thursday: 10:00 AM – 3:00 PM, 4:30 – 9:00 PM | Friday: 10:00 AM – 9:00 PM | Saturday: 9:00 AM – 9:00 PM | Sunday: 9:00 AM – 8:00 PM","cafe, establishment, food, point_of_interest, restaurant",2025.0,3.0,2025-03-11 03:53:32,Unknown,Unknown,
Unley Social,ChIJ3U7m6bXPsGoRaWVpV-y95RI,"70 King William Rd, Goodwood SA 5034, Australia",Goodwood,5034,SA,-34.9501376,138.5995279,0466 057 603,http://socialcoffee.au/,https://www.google.com/maps/place/?q=place_id:ChIJ3U7m6bXPsGoRaWVpV-y95RI,4.9,315.0,,Monday: 6:00 AM – 2:00 PM | Tuesday: 6:00 AM – 2:00 PM | Wednesday: 6:00 AM – 2:00 PM | Thursday: 6:00 AM – 2:00 PM | Friday: 6:00 AM – 2:00 PM | Saturday: 7:00 AM – 2:00 PM | Sunday: 7:00 AM – 2:00 PM,"cafe, establishment, food, point_of_interest",2025.0,7.0,2025-07-22 22:04:41,Unknown,Unknown,
Zuma Caffè,ChIJx3yLzCDPsGoROPy3CcVlp6E,"GO56/44-60 Gouger St, Adelaide SA 5000, Australia",Adelaide,5000,SA,-34.9300599,138.5972215,(08) 8231 4410,https://www.facebook.com/ZumaCaffeOnGouger/,https://www.google.com/maps/place/?q=place_id:ChIJx3yLzCDPsGoROPy3CcVlp6E,4.3,722.0,1.0,Monday: 7:00 AM – 3:00 PM | Tuesday: 7:00 AM – 5:00 PM | Wednesday: 7:00 AM – 4:00 PM | Thursday: 7:00 AM – 5:00 PM | Friday: 7:00 AM – 9:00 PM | Saturday: 7:00 AM – 3:00 PM | Sunday: Closed,"cafe, establishment, food, point_of_interest, restaurant, store",2025.0,4.0,2025-04-26 09:44:58,Unknown,Unknown,
Crave Specialty Coffee,ChIJrV9sQ8HJsGoRToCKxBZ1o_s,"15A Elizabeth St, Croydon SA 5008, Australia",Croydon,5008,SA,-34.896717,138.5655822,,https://www.instagram.com/crave.specialtycoffee/,https://www.google.com/maps/place/?q=place_id:ChIJrV9sQ8HJsGoRToCKxBZ1o_s,4.7,228.0,,Monday: 7:00 AM – 3:00 PM | Tuesday: 7:00 AM – 3:00 PM | Wednesday: 7:00 AM – 3:00 PM | Thursday: 7:00 AM – 3:00 PM | Friday: 7:00 AM – 3:00 PM | Saturday: 8:00 AM – 3:00 PM | Sunday: 8:00 AM – 3:00 PM,"cafe, establishment, food, point_of_interest",2021.0,12.0,2021-12-27 00:40:52,Unknown,Unknown,
Homeland Café,ChIJR-5iwMXJsGoRxcAJ8lkTDUs,"1 King William St, Kent Town SA 5067, Australia",Kent Town,5067,SA,-34.9204879,138.6155299,,https://instagram.com/homelandcafe_adl?igshid=Zjc2ZTcNzk=,https://www.google.com/maps/place/?q=place_id:ChIJR-5iwMXJsGoRxcAJ8lkTDUs,5.0,64.0,,Monday: 7:00 AM – 2:30 PM | Tuesday: 7:00 AM – 2:30 PM | Wednesday: 7:00 AM – 2:30 PM | Thursday: 7:00 AM – 2:30 PM | Friday: 7:00 AM – 2:30 PM | Saturday: Closed | Sunday: Closed,"cafe, establishment, food, point_of_interest, store",2025.0,4.0,2025-04-03 10:45:45,Unknown,Unknown,
The Coffee Club Café,ChIJvR3AFi62sGoRrjMR4jFCMvA,"750 Main N Rd, Gepps Cross SA 5094, Australia",Gepps Cross,5094,SA,-34.8376649,138.6070785,(08) 8217 4601,https://www.coffeeclub.com.au/stores/gepps-cross-sa/?utm_content=The%20Coffee%20Club%20Caf%C3%A9%20-%20Gepps%20Cross%20SA%20-%20Gepps%20Cross&utm_campaign=Google%20My%20Business&utm_medium=organic&utm_source=google&utm_term=plcid_12100506307322281211,https://www.google.com/maps/place/?q=place_id:ChIJvR3AFi62sGoRrjMR4jFCMvA,4.0,447.0,2.0,Monday: 7:00 AM – 5:00 PM | Tuesday: 7:00 AM – 5:00 PM | Wednesday: 7:00 AM – 5:00 PM | Thursday: 7:00 AM – 5:00 PM | Friday: 7:00 AM – 5:00 PM | Saturday: 7:00 AM – 5:00 PM | Sunday: 7:00 AM – 5:00 PM,"cafe, establishment, food, point_of_interest, restaurant, store",2025.0,4.0,2025-04-14 00:01:10,Unknown,Unknown,
Elementary Coffee,ChIJt-jKTSbPsGoREdQDTJur4Mw,"9-17 Young St, Adelaide SA 5000, Australia",Adelaide,5000,SA,-34.9265182,138.5959576,,http://www.elementarycoffee.com.au/,https://www.google.com/maps/place/?q=place_id:ChIJt-jKTSbPsGoREdQDTJur4Mw,4.6,416.0,2.0,Monday: 7:30 AM – 2:30 PM | Tuesday: 7:30 AM – 2:30 PM | Wednesday: 7:30 AM – 2:30 PM | Thursday: 7:30 AM – 2:30 PM | Friday: 7:30 AM – 2:30 PM | Saturday: Closed | Sunday: Closed,"cafe, establishment, food, point_of_interest, store",2024.0,12.0,2024-12-05 19:10:18,Unknown,Unknown,
Zitto Cafe Tea Tree Plaza,ChIJhczMTFS1sGoRJlLh7NW64DI,"6r/976 North East Road, Modbury SA 5092, Australia",Modbury,5092,SA,-34.8312514,138.6897262,0485 512 184,https://zittocafe.com.au/,https://www.google.com/maps/place/?q=place_id:ChIJhczMTFS1sGoRJlLh7NW64DI,4.0,691.0,2.0,Monday: 8:00 AM – 5:00 PM | Tuesday: 8:00 AM – 5:00 PM | Wednesday: 8:00 AM – 5:00 PM | Thursday: 8:00 AM – 9:00 PM | Friday: 8:00 AM – 9:00 PM | Saturday: 8:00 AM – 9:00 PM | Sunday: 8:30 AM – 4:00 PM,"cafe, establishment, food, point_of_interest, restaurant",2025.0,2.0,2025-02-18 08:18:09,Unknown,Unknown,
Cafe Brunelli,ChIJrVMgQhvEsGoR1cLQIIsEthg,"308/111 Brebner Dr, West Lakes SA 5021, Australia",West Lakes,5021,SA,-34.878031,138.4901095,(08) 8355 0445,https://cafebrunellis.com.au/,https://www.google.com/maps/place/?q=place_id:ChIJrVMgQhvEsGoR1cLQIIsEthg,3.8,1304.0,2.0,Monday: 7:30 AM – 6:00 PM | Tuesday: 7:30 AM – 6:00 PM | Wednesday: 7:30 AM – 6:00 PM | Thursday: 7:30 AM – 7:00 PM | Friday: 7:30 AM – 7:00 PM | Saturday: 7:30 AM – 7:00 PM | Sunday: 7:30 AM – 6:00 PM,"cafe, establishment, food, meal_delivery, meal_takeaway, point_of_interest, restaurant, store",2025.0,11.0,2025-11-10 06:23:14,Unknown,Unknown,
The Perfect Blend Coffee Cafe,ChIJO5EdN8zLsGoR7xACiPmkyP0,"52 Devitt Ave, Payneham South SA 5070, Australia",Payneham South,5070,SA,-34.9072364,138.645995,(08) 8331 2459,,https://www.google.com/maps/place/?q=place_id:ChIJO5EdN8zLsGoR7xACiPmkyP0,4.8,101.0,2.0,Monday: Closed | Tuesday: 8:30 AM – 2:30 PM | Wednesday: 8:30 AM – 2:30 PM | Thursday: 8:30 AM – 2:30 PM | Friday: 8:30 AM – 2:30 PM | Saturday: 8:30 AM – 2:30 PM | Sunday: 8:30 AM – 1:30 PM,"cafe, establishment, food, point_of_interest",2024.0,8.0,2024-08-17 22:35:51,Unknown,Unknown,
THE CAFE SYNDICATE,ChIJ8UIilovFsGoRDMVv_OA46D8,"1 Charles St, West Lakes SA 5021, Australia",West Lakes,5021,SA,-34.8792583,138.4963718,0404 884 567,http://www.thecafesyndicate.com.au/,https://www.google.com/maps/place/?q=place_id:ChIJ8UIilovFsGoRDMVv_OA46D8,4.6,49.0,,Monday: 8:00 AM – 4:00 PM | Tuesday: 8:00 AM – 4:00 PM | Wednesday: 8:00 AM – 4:00 PM | Thursday: 8:00 AM – 4:00 PM | Friday: 8:00 AM – 4:00 PM | Saturday: 9:00 AM – 3:00 PM | Sunday: 9:00 AM – 3:00 PM,"cafe, establishment, food, point_of_interest, restaurant, store",2025.0,1.0,2025-01-26 04:38:22,Unknown,Unknown,
Loaded Corner Cafe,ChIJt6j8JADPsGoRLlnsQBKDC_s,"40 East Terrace, Adelaide SA 5000, Australia",Adelaide,5000,SA,-34.9236394,138.6106406,(08) 8318 1400,http://www.loadedcornercafe.com.au/,https://www.google.com/maps/place/?q=place_id:ChIJt6j8JADPsGoRLlnsQBKDC_s,4.6,243.0,,Monday: 7:00 AM – 3:00 PM | Tuesday: 7:00 AM – 3:00 PM | Wednesday: 7:00 AM – 3:00 PM | Thursday: 7:00 AM – 3:00 PM | Friday: 7:00 AM – 3:00 PM | Saturday: 7:00 AM – 3:00 PM | Sunday: 7:00 AM – 3:00 PM,"cafe, establishment, food, point_of_interest",2025.0,10.0,2025-10-08 12:45:14,Unknown,Unknown,
Devour Cafe Patisserie,ChIJyeaJAHzPsGoRkns6Yciz4nc,"52 Davenport Terrace, Richmond SA 5033, Australia",Richmond,5033,SA,-34.9344233,138.5637658,,https://facebook.com/devourcafepatisserie/,https://www.google.com/maps/place/?q=place_id:ChIJyeaJAHzPsGoRkns6Yciz4nc,4.4,612.0,2.0,Monday: 7:00 AM – 2:00 PM | Tuesday: 7:00 AM – 2:00 PM | Wednesday: 7:00 AM – 2:00 PM | Thursday: 7:00 AM – 2:00 PM | Friday: 7:00 AM – 2:00 PM | Saturday: 8:00 AM – 2:00 PM | Sunday: Closed,"cafe, establishment, food, point_of_interest, restaurant, store",2025.0,6.0,2025-06-07 12:39:18,Unknown,Unknown,
St.Georges Bakehouse Findon,ChIJ79j4TfLFsGoRoSNSIymUYiM,"186 Findon Rd, Findon SA 5023, Australia",Findon,5023,SA,-34.8947288,138.5312965,0411 916 073,https://www.stgeorgesbakehouse.com.au/,https://www.google.com/maps/place/?q=place_id:ChIJ79j4TfLFsGoRoSNSIymUYiM,4.5,75.0,,Monday: 7:00 AM – 4:30 PM | Tuesday: 7:00 AM – 4:30 PM | Wednesday: 7:00 AM – 4:30 PM | Thursday: 7:00 AM – 4:30 PM | Friday: 7:00 AM – 4:30 PM | Saturday: 7:30 AM – 3:00 PM | Sunday: Closed,"bakery, cafe, establishment, food, point_of_interest, restaurant, store",2023.0,10.0,2023-10-09 12:04:47,Unknown,Unknown,
PARISH Coffee Van,ChIJeU0-egC1sGoRpGHloMwjoWY,"1063 North East Road, Ridgehaven SA 5097, Australia",Ridgehaven,5097,SA,-34.8270933,138.7004529,(08) 8102 4312,https://www.journeyuc.com/contact/,https://www.google.com/maps/place/?q=place_id:ChIJeU0-egC1sGoRpGHloMwjoWY,5.0,6.0,,Monday: Closed | Tuesday: Closed | Wednesday: 7:00 AM – 12:00 PM | Thursday: 7:00 AM – 12:00 PM | Friday: 7:00 AM – 12:00 PM | Saturday: Closed | Sunday: Closed,"cafe, establishment, food, point_of_interest, store",2024.0,3.0,2024-03-21 02:15:19,Unknown,Unknown,
Brew Haven Cafe,ChIJQ5v9bsDJsGoRtRjOiLnD7VQ,"280 North East Road, Klemzig SA 5087, Australia",Klemzig,5087,SA,-34.8733667,138.6346636,0435 833 911,https://brewhavencafe.com.au/,https://www.google.com/maps/place/?q=place_id:ChIJQ5v9bsDJsGoRtRjOiLnD7VQ,4.5,13.0,,Monday: 8:00 AM – 3:00 PM | Tuesday: 8:00 AM – 3:00 PM | Wednesday: 8:00 AM – 3:00 PM | Thursday: 8:00 AM – 3:00 PM | Friday: 8:00 AM – 3:00 PM | Saturday: 8:00 AM – 1:00 PM | Sunday: Closed,"cafe, establishment, food, point_of_interest",2026.0,2.0,2026-02-23 23:52:07,Unknown,Unknown,
St. George Bakehouse Cafe,ChIJOyCe9OS3sGoRYYgyQVtKwZg,"shopping centre, Montague Rd, Ingle Farm SA 5098, Australia",Ingle Farm,5098,SA,-34.8296166,138.6482642,0405 953 806,https://www.stgeorgesbakehouse.com.au/,https://www.google.com/maps/place/?q=place_id:ChIJOyCe9OS3sGoRYYgyQVtKwZg,4.1,88.0,,Monday: 8:30 AM – 5:30 PM | Tuesday: 8:30 AM – 5:30 PM | Wednesday: 8:30 AM – 5:30 PM | Thursday: 8:30 AM – 5:30 PM | Friday: 8:30 AM – 5:30 PM | Saturday: 8:30 AM – 5:30 PM | Sunday: 11:00 AM – 5:00 PM,"cafe, establishment, food, point_of_interest, restaurant, store",2021.0,1.0,2021-01-23 13:31:29,Unknown,Unknown,
Kafi:n,ChIJkWaWPhrPsGoRmKycsVmNuYM,"218 Rundle St, Adelaide SA 5000, Australia",Adelaide,5000,SA,-34.9224562,138.6077371,0478 866 218,http://www.kafin.store/,https://www.google.com/maps/place/?q=place_id:ChIJkWaWPhrPsGoRmKycsVmNuYM,4.3,366.0,2.0,Monday: 7:00 AM – 5:00 PM | Tuesday: 7:00 AM – 5:00 PM | Wednesday: 7:00 AM – 10:00 PM | Thursday: 7:00 AM – 10:00 PM | Friday: 7:00 AM – 11:00 PM | Saturday: 8:00 AM – 11:00 PM | Sunday: 9:00 AM – 5:00 PM,"cafe, establishment, food, point_of_interest",2025.0,9.0,2025-09-11 12:02:12,Unknown,Unknown,
Cafe 19,ChIJNQ1hWKzJsGoRpvLa3svbQgY,"264 Main N Rd, Prospect SA 5082, Australia",Prospect,5082,SA,-34.8755385,138.6014126,0451 353 422,,https://www.google.com/maps/place/?q=place_id:ChIJNQ1hWKzJsGoRpvLa3svbQgY,3.8,152.0,,Monday: 7:00 AM – 5:00 PM | Tuesday: 7:00 AM – 5:00 PM | Wednesday: 7:00 AM – 5:00 PM | Thursday: 7:00 AM – 5:00 PM | Friday: 7:00 AM – 5:00 PM | Saturday: 7:00 AM – 5:00 PM | Sunday: Closed,"cafe, establishment, food, point_of_interest, restaurant, store",2023.0,5.0,2023-05-25 07:00:29,Unknown,Unknown,
Salted Cafe Bar Beans,ChIJmQMpnRzEsGoRnWFCXXTTxHU,"Unit 73/155 Brebner Dr, West Lakes SA 5021, Australia",West Lakes,5021,SA,-34.8766937,138.49057,(08) 8235 1700,,https://www.google.com/maps/place/?q=place_id:ChIJmQMpnRzEsGoRnWFCXXTTxHU,4.5,312.0,2.0,Monday: Closed | Tuesday: 8:30 AM – 4:00 PM | Wednesday: 8:30 AM – 4:00 PM | Thursday: 8:30 AM – 4:00 PM | Friday: 8:30 AM – 4:00 PM | Saturday: 8:30 AM – 4:00 PM | Sunday: 8:30 AM – 4:00 PM,"bar, cafe, establishment, food, point_of_interest, restaurant, store",2024.0,7.0,2024-07-14 07:01:07,Unknown,Unknown,
South Australian Museum Café,ChIJXeusiNTOsGoR5nv1qr6_9Ks,"South Australian Museum, 210 North Terrace, Adelaide SA 5000, Australia",Adelaide,5000,SA,-34.920658,138.6030374,(08) 8273 9100,https://www.samuseum.sa.gov.au/visit/plan-your-visit/terrace-eatery,https://www.google.com/maps/place/?q=place_id:ChIJXeusiNTOsGoR5nv1qr6_9Ks,3.3,111.0,,Monday: 10:00 AM – 4:00 PM | Tuesday: 10:00 AM – 4:00 PM | Wednesday: 10:00 AM – 4:00 PM | Thursday: 10:00 AM – 4:00 PM | Friday: 10:00 AM – 4:00 PM | Saturday: 10:00 AM – 4:00 PM | Sunday: 10:00 AM – 4:00 PM,"cafe, establishment, food, point_of_interest, store",2023.0,10.0,2023-10-26 03:08:46,Unknown,Unknown,
The Strand Cafe Restaurant,ChIJNRtLTRzbsGoRODw-8_QL26U,"108 Jetty Rd, Glenelg SA 5045, Australia",Glenelg,5045,SA,-34.98039139999999,138.5163859,(08) 7001 9485,http://www.cafestrand.com.au/,https://www.google.com/maps/place/?q=place_id:ChIJNRtLTRzbsGoRODw-8_QL26U,4.2,1192.0,2.0,Monday: 8:00 AM – 8:00 PM | Tuesday: 8:00 AM – 8:00 PM | Wednesday: 8:00 AM – 8:00 PM | Thursday: 8:00 AM – 8:00 PM | Friday: 8:00 AM – 9:00 PM | Saturday: 8:00 AM – 9:00 PM | Sunday: 8:00 AM – 8:00 PM,"bar, cafe, establishment, food, point_of_interest, restaurant, store",2025.0,11.0,2025-11-05 23:24:12,Unknown,Unknown,
Saint Florent Cafe,ChIJwwHW5Ba1sGoRKWKngvhqD38,"976 North East Road, Modbury SA 5092, Australia",Modbury,5092,SA,-34.8307847,138.6922377,,,https://www.google.com/maps/place/?q=place_id:ChIJwwHW5Ba1sGoRKWKngvhqD38,3.8,49.0,,Monday: 9:00 AM – 5:00 PM | Tuesday: 9:00 AM – 5:00 PM | Wednesday: 9:00 AM – 5:00 PM | Thursday: 9:00 AM – 6:00 PM | Friday: 9:00 AM – 5:00 PM | Saturday: 9:00 AM – 5:00 PM | Sunday: 9:00 AM – 5:00 PM,"cafe, establishment, food, point_of_interest",2024.0,10.0,2024-10-05 04:43:42,Unknown,Unknown,
CAFÉ DIAZ,ChIJJSO38lPEsGoRe60PmugCIk0,"Fulham Gardens SA 5024, Australia",Fulham Gardens,5024,SA,-34.9132891,138.5144503,(08) 8177 0660,,https://www.google.com/maps/place/?q=place_id:ChIJJSO38lPEsGoRe60PmugCIk0,4.5,133.0,,Monday: 7:30 AM – 5:30 PM | Tuesday: 7:30 AM – 5:30 PM | Wednesday: 7:30 AM – 5:30 PM | Thursday: 7:30 AM – 5:30 PM | Friday: 7:30 AM – 5:30 PM | Saturday: 7:30 AM – 5:00 PM | Sunday: Closed,"cafe, establishment, food, point_of_interest, restaurant, store",2024.0,9.0,2024-09-19 13:03:50,Unknown,Unknown,
Hey George Community,ChIJlc8Cgs3PsGoRulQJDEL9nrA,"157 Goodwood Rd, Goodwood SA 5034, Australia",Goodwood,5034,SA,-34.9540493,138.5901045,(08) 8123 3530,,https://www.google.com/maps/place/?q=place_id:ChIJlc8Cgs3PsGoRulQJDEL9nrA,4.7,112.0,,Monday: Closed | Tuesday: 7:30 AM – 3:00 PM | Wednesday: 7:30 AM – 3:00 PM | Thursday: 7:30 AM – 3:00 PM | Friday: 7:30 AM – 3:00 PM | Saturday: 8:00 AM – 2:30 PM | Sunday: Closed,"cafe, establishment, food, point_of_interest, store",2025.0,1.0,2025-01-04 03:57:12,Unknown,Unknown,
101 Cafe,ChIJZRtcHyPbsGoRhgYOIDqkQuQ,"Unit 3/352 Morphett Rd, Warradale SA 5046, Australia",Warradale,5046,SA,-35.0028586,138.5395763,0403 870 173,,https://www.google.com/maps/place/?q=place_id:ChIJZRtcHyPbsGoRhgYOIDqkQuQ,4.4,25.0,,Monday: Closed | Tuesday: 10:30 AM – 2:30 PM | Wednesday: 10:30 AM – 2:30 PM | Thursday: 10:30 AM – 2:30 PM | Friday: 10:30 AM – 2:30 PM | Saturday: Closed | Sunday: Closed,"cafe, establishment, food, point_of_interest",2018.0,11.0,2018-11-30 21:56:18,Unknown,Unknown,
